CustomerID,Recency,Tenure,Frequency,Monetary
12544.0,4906,6,2,57648.64
12545.0,4952,184,2,130607.94
12546.0,4923,31,3,177828.01
12547.0,5074,82,2,25398.379999999997
12548.0,5043,0,1,16300.9
12550.0,4956,0,1,138743.17
12551.0,5234,0,1,25556.19
12552.0,4915,0,2,43372.18
12553.0,4885,321,14,521494.22
12556.0,4927,100,2,346168.37
12557.0,4893,355,5,66441.35
12558.0,4878,5,2,50578.490000000005
12559.0,5187,8,3,57244.44
12560.0,4882,137,4,271122.07
12561.0,5179,0,1,68068.38
12562.0,4885,190,7,489463.93
12564.0,5138,0,1,51285.32
12565.0,5158,7,2,25933.36
12566.0,4949,13,2,56563.92
12567.0,4899,346,11,1236543.23
12569.0,4879,250,35,477301.68
12571.0,4916,81,2,71284.35
12572.0,4885,43,3,145601.35
12573.0,5104,0,1,61040.44
12574.0,5192,0,1,33392.729999999996
12576.0,4912,268,6,207386.9
12577.0,4912,323,4,337343.36
12578.0,4898,317,4,298317.01
12579.0,4950,4,3,80314.2
12580.0,5123,0,1,48780.4
12581.0,4916,0,1,39834.61
12582.0,5115,49,2,44363.11
12583.0,4879,370,18,547510.4
12584.0,4880,276,18,327275.04
12585.0,5111,117,4,219493.55
12586.0,4894,351,2,32467.56
12587.0,4884,0,1,6867.8099999999995
12588.0,4916,0,1,21605.08
12589.0,4905,115,2,90281.64
12590.0,5067,20,3,150441.71
12591.0,5194,0,1,57861.55
12592.0,4969,121,2,35188.38
12593.0,4985,110,3,48952.350000000006
12594.0,4914,285,11,343717.22000000003
12596.0,4928,190,2,64399.53
12597.0,4896,248,5,491017.15
12598.0,4886,275,9,341431.71
12599.0,4906,275,7,132408.76
12600.0,4905,342,11,154047.48
12601.0,5066,142,6,62897.549999999996
12602.0,4935,0,1,28803.26
12603.0,4898,0,1,11580.1
12604.0,4956,182,2,44911.65
12605.0,5242,0,1,12564.19
12607.0,4935,2,2,525145.58
12609.0,4955,240,3,136117.68
12610.0,4899,103,7,281371.79
12611.0,4929,0,1,166484.01
12612.0,4934,16,2,66564.72
12613.0,4908,230,6,410409.81
12614.0,5154,0,1,59353.61
12615.0,4879,166,4,277978.14
12616.0,4962,212,5,91167.76
12617.0,4906,0,1,125568.03
12618.0,4898,0,1,25677.489999999998
12619.0,4893,237,13,257918.54
12620.0,4891,189,3,214184.98
12621.0,4878,364,23,1116093.13
12622.0,5109,0,1,30729.21
12623.0,5153,0,1,42649.520000000004
12624.0,4983,71,2,123962.13
12625.0,5088,107,3,248436.17
12626.0,4900,303,13,788897.17
12627.0,4887,129,7,557073.51
12628.0,4881,60,4,129261.39
12630.0,4886,34,2,176365.88
12631.0,4934,0,1,61220.32
12633.0,4935,229,5,274962.28
12635.0,4966,65,2,251521.74
12637.0,4944,256,10,927869.78
12638.0,4910,0,1,89893.9
12639.0,5115,0,1,48390.54
12640.0,4900,57,3,123705.38
12641.0,4992,0,1,27135.84
12642.0,4902,82,3,130167.2
12643.0,5005,204,6,61789.61
12644.0,5006,0,1,81522.06
12645.0,4910,282,5,159959.89
12646.0,4881,44,2,109347.67
12647.0,4899,346,13,327642.59
12648.0,5031,0,1,51506.53
12649.0,4984,257,4,84790.27
12650.0,4880,0,1,60688.13
12651.0,5211,0,1,19062.5
12652.0,5199,9,2,143557.86
12653.0,5025,147,2,112462.02
12654.0,4887,284,5,85058.88
12656.0,4894,225,8,297451.81
12657.0,4888,67,5,127580.72
12658.0,4895,0,1,91619.56
12659.0,4906,0,1,9620.599999999999
12660.0,4888,0,1,26553.64
12662.0,4877,372,12,597073.88
12664.0,4885,314,10,86232.46
12665.0,5201,6,2,3346.23
12666.0,5236,0,1,6171.55
12667.0,4935,0,1,90453.65
12668.0,4884,348,6,416929.38
12669.0,5027,105,4,240739.13
12670.0,4887,222,6,196991.19
12672.0,5206,0,1,26337.91
12673.0,4882,321,2,88085.51
12674.0,4888,196,7,236932.76
12676.0,4901,286,6,106702.84999999999
12678.0,4919,311,13,423180.76
12679.0,4929,231,9,172047.4
12680.0,4877,112,4,135828.55000000002
12681.0,4891,353,27,1550022.12
12682.0,4880,367,31,1357209.51
12683.0,4881,361,20,971330.14
12684.0,4884,205,7,283119.19
12685.0,4905,65,6,367672.12
12686.0,5248,0,1,10484.83
12688.0,4990,0,1,411340.82
12689.0,4902,101,2,218690.78
12690.0,5082,0,1,36448.61
12691.0,4905,329,6,89529.75
12693.0,4997,198,6,116778.59
12694.0,4947,112,2,100424.5
12695.0,4884,203,4,65675.4
12697.0,4898,148,5,111554.02
12700.0,4884,207,6,702760.5
12701.0,4956,162,2,140302.02
12702.0,4896,0,1,59776.28
12703.0,4941,7,2,58367.81
12704.0,4884,162,10,248030.52
12705.0,4892,341,14,947897.59
12707.0,5168,0,1,85627.83
12708.0,4906,338,16,455839.17
12709.0,4880,363,26,628053.21
12710.0,4973,104,4,202481.51
12712.0,4899,348,17,373352.41
12713.0,4877,0,1,84926.02
12714.0,4886,285,5,624751.87
12715.0,4983,0,1,67148.81
12716.0,4880,129,2,176034.56
12717.0,5028,94,3,147777.95
12718.0,4948,0,1,44483.56
12719.0,4882,59,3,118785.73
12720.0,4879,366,29,916521.68
12721.0,4908,334,7,466896.05
12722.0,4962,65,6,155654.69
12723.0,4880,61,5,183264.64
12724.0,4882,327,4,145300.63
12725.0,5248,0,1,82832.15
12726.0,4905,329,7,328641.56
12727.0,4887,309,9,352755.12
12728.0,4948,261,4,120059.77
12729.0,4990,0,1,90717.86
12731.0,4900,341,14,694216.18
12732.0,5056,0,1,21778.18
12733.0,5111,0,1,53205.19
12734.0,5229,0,1,7466.76
12735.0,5192,21,2,106369.89
12736.0,5209,0,1,11702.0
12738.0,5249,0,1,33761.71
12739.0,4955,20,2,90889.93000000001
12740.0,4940,0,1,60540.16
12743.0,5011,0,2,319162.63
12744.0,4928,266,10,640578.0599999999
12747.0,4879,366,11,278907.21
12748.0,4877,372,224,11912482.34
12749.0,4880,209,8,615619.11
12750.0,5005,0,1,42300.090000000004
12752.0,4958,0,1,119563.0
12753.0,4880,358,11,560320.33
12754.0,5112,72,5,164573.54
12755.0,5126,115,4,13432.92
12756.0,4963,0,1,9561.32
12757.0,4892,195,19,907833.46
12758.0,4993,159,2,220751.04
12759.0,4929,223,3,233554.63
12762.0,4884,17,2,178612.05000000002
12763.0,5015,230,2,47405.16
12764.0,5193,0,1,114803.09
12766.0,4880,362,7,836637.32
12769.0,5115,0,1,76349.08
12770.0,5087,0,1,26281.809999999998
12772.0,4936,0,1,115826.11
12775.0,4894,294,6,202878.12
12778.0,4896,292,7,134781.31
12779.0,4898,350,12,402027.14
12781.0,4898,263,5,75545.97
12782.0,4881,352,6,282050.17
12783.0,4879,73,8,194315.89
12784.0,4886,6,2,127546.93000000001
12785.0,4879,361,2,46653.18
12787.0,4886,182,3,49123.24
12789.0,4942,0,1,10336.68
12790.0,5069,0,1,68688.03
12791.0,5250,0,1,1305.7
12792.0,5133,0,1,40498.43
12793.0,5211,36,2,88451.78
12794.0,4930,45,2,107980.01
12795.0,4895,0,1,36532.54
12797.0,5237,5,3,44174.67
12798.0,4887,160,3,14566.68
12802.0,5060,3,2,65446.34
12808.0,4913,331,3,77570.15
12809.0,5045,9,2,66292.25
12811.0,5137,23,3,85955.24
12812.0,4921,0,1,55851.25
12814.0,4978,0,1,3226.7900000000004
12815.0,5024,50,2,104650.32
12816.0,4972,80,2,64672.25
12817.0,5158,0,1,9683.35
12818.0,5055,83,2,30800.7
12820.0,4880,323,4,142047.19
12821.0,5091,0,1,12523.14
12822.0,4947,16,3,84949.33
12823.0,4951,221,5,22279.64
12824.0,4936,0,1,70134.12
12826.0,4879,362,8,255168.62
12827.0,4882,38,3,56689.26
12828.0,4879,127,6,124149.78
12829.0,5199,37,3,22044.53
12830.0,4914,134,7,78107.61
12831.0,5139,0,1,25543.13
12832.0,4909,65,2,74764.53
12833.0,5022,0,1,65253.049999999996
12834.0,5159,0,1,42330.24
12836.0,4936,252,4,412861.14
12837.0,5050,0,1,23193.73
12838.0,4910,340,2,362325.8
12839.0,4879,364,16,867757.04
12840.0,5020,82,6,304763.77999999997
12841.0,4881,367,26,1025280.59
12842.0,4947,238,2,97486.45999999999
12843.0,4942,198,9,284463.44
12844.0,4906,101,2,115933.76
12845.0,5144,22,4,54580.25
12847.0,4899,0,1,253640.4
12849.0,4908,237,2,110068.89
12851.0,4973,0,1,127904.22
12852.0,5167,4,2,34448.52
12853.0,4984,208,9,197523.46
12854.0,4955,240,5,281745.23
12855.0,5249,0,1,6166.5
12856.0,4884,55,8,718270.23
12857.0,5087,91,2,132283.93
12863.0,4929,146,2,19899.06
12864.0,5015,0,1,2601.18
12865.0,4903,333,3,246395.84
12866.0,5160,0,1,43891.58
12867.0,4903,334,10,1377671.65
12868.0,5062,187,6,265615.99
12870.0,5243,0,1,3130.69
12871.0,4961,123,2,31876.32
12872.0,5203,38,2,166025.02
12873.0,5159,0,1,11614.99
12875.0,5020,219,2,10145.7
12876.0,4934,138,2,205777.86
12877.0,4880,354,12,437712.27
12878.0,4895,248,3,108656.0
12879.0,4921,47,4,27742.4
12881.0,5152,0,1,18812.47
12882.0,4886,24,2,27355.0
12883.0,4901,64,4,158886.5
12884.0,4965,0,1,15977.05
12885.0,4940,60,4,179946.67
12886.0,4944,151,3,217268.83
12888.0,5091,41,4,16575.149999999998
12890.0,4901,0,1,229965.89
12891.0,5062,107,3,9567.03
12893.0,4907,0,1,76672.42
12895.0,4919,44,3,64519.81
12897.0,5081,97,2,4259.0599999999995
12901.0,4885,261,36,307135.27
12902.0,5141,0,1,25004.73
12904.0,4895,154,2,197212.82
12906.0,4888,66,5,150647.0
12908.0,4935,253,4,24717.760000000002
12909.0,4916,213,8,243043.59
12910.0,4900,218,8,175996.37
12912.0,4879,37,5,52156.939999999995
12913.0,4881,363,5,128124.58
12915.0,5025,223,2,65518.59
12916.0,5015,181,5,287924.77999999997
12917.0,5005,0,1,2928.2799999999997
12919.0,4885,161,8,120021.47
12920.0,4894,0,1,86104.78
12921.0,4880,369,50,1800032.86
12922.0,5038,0,1,63402.08
12923.0,4941,0,1,49664.42
12924.0,4965,239,5,91172.88
12925.0,4881,70,2,113615.82
12928.0,4912,323,5,244725.28
12929.0,4999,189,2,19605.629999999997
12930.0,4955,93,4,71841.82
12931.0,4898,336,20,288971.27999999997
12933.0,4901,259,4,292229.25
12935.0,4879,317,8,336359.2
12936.0,4894,61,5,160039.75
12937.0,4892,252,4,323008.7
12938.0,4902,0,1,16355.099999999999
12939.0,4941,270,8,114618.69
12940.0,4923,41,4,249346.73
12942.0,5008,234,3,191599.63
12943.0,5178,0,1,3744.72
12944.0,4912,319,2,80358.89
12945.0,5165,0,1,73759.95
12947.0,5020,229,11,275126.6
12948.0,4893,248,8,377842.68
12949.0,4907,221,10,530588.71
12950.0,4879,21,3,47266.39
12951.0,4885,322,8,198540.68
12952.0,4882,72,5,203418.53
12953.0,4886,0,1,47587.19
12955.0,4878,266,14,493966.03
12956.0,5183,0,1,52827.13
12957.0,4881,335,12,609745.84
12962.0,4884,106,2,29950.64
12963.0,4885,357,9,233014.72
12965.0,4966,0,1,330078.66
12966.0,4886,0,1,11465.36
12967.0,4880,368,4,114005.17
12968.0,4989,0,1,11204.1
12970.0,4884,315,4,395587.75
12971.0,4880,368,89,753251.92
12974.0,5074,0,1,22277.73
12976.0,5088,0,1,74980.16
12977.0,5033,0,1,12839.91
12980.0,5032,203,12,53629.869999999995
12981.0,4906,103,2,63224.14
12982.0,5116,2,2,90948.1
12984.0,4895,0,1,8463.99
12985.0,4877,27,3,187394.03
12987.0,4950,124,3,83405.03
12988.0,5169,0,1,257724.78
12989.0,4880,361,19,198762.17
12990.0,4908,278,3,26925.02
12991.0,4900,89,2,66119.27
12993.0,4900,275,4,63568.65
12994.0,4881,264,5,173927.37
12995.0,4954,7,2,9530.15
12997.0,4899,294,7,169160.63
12999.0,5073,49,3,74799.39
13000.0,4983,258,3,64024.02
13001.0,4881,322,15,877866.22
13002.0,5195,0,1,23140.12
13003.0,4982,109,3,14210.570000000002
13004.0,4888,346,22,1128569.47
13005.0,5050,72,3,64989.409999999996
13006.0,4933,0,1,19008.66
13008.0,5200,37,2,35976.55
13011.0,5249,0,1,6022.16
13012.0,4886,285,11,289624.3
13013.0,4878,370,15,560668.8
13014.0,4879,278,16,317002.57
13015.0,4930,195,5,453705.15
13016.0,4950,49,3,110061.34
13017.0,4884,0,1,4288.75
13018.0,4893,279,29,1134387.49
13021.0,4881,361,12,307237.89
13023.0,4941,65,2,96873.65
13026.0,4878,274,8,107545.64
13027.0,4990,240,6,80473.19
13028.0,4899,22,3,114117.21
13029.0,4907,322,3,17972.75
13030.0,4888,356,2,235504.87
13032.0,4915,48,3,203406.25
13033.0,5234,0,1,38982.39
13034.0,4931,314,2,96380.75
13035.0,4934,203,3,71721.14
13037.0,5015,118,3,111507.20999999999
13038.0,4957,210,3,75972.55
13040.0,4885,24,2,114961.27
13043.0,5130,19,2,37174.74
13044.0,5168,0,1,82850.71
13045.0,4976,0,1,38669.11
13046.0,4907,235,2,89375.64
13047.0,4908,342,18,537358.82
13048.0,4891,312,5,328421.62
13049.0,4941,253,2,47893.46
13050.0,4886,357,28,1077220.51
13052.0,5089,0,1,54550.18
13055.0,4941,149,4,240184.12
13058.0,4901,127,3,24804.489999999998
13059.0,5126,0,1,14369.98
13060.0,5130,0,1,21239.73
13061.0,4949,0,1,15083.3
13062.0,5068,0,1,17542.09
13064.0,4889,314,4,167734.98
13065.0,5250,0,1,36312.56
13066.0,4901,7,3,97733.56
13067.0,4959,0,1,21197.75
13068.0,4887,309,2,1858.41
13069.0,4877,368,27,1112672.28
13070.0,5069,0,1,24473.04
13072.0,5143,0,1,19603.449999999997
13075.0,5006,0,1,44215.15
13077.0,4878,365,4,279455.7
13078.0,4878,365,43,912701.72
13079.0,4881,136,5,18162.1
13080.0,5056,0,1,6428.3
13081.0,4878,369,21,2638158.3
13082.0,5003,212,10,244651.78
13083.0,4881,71,2,51451.799999999996
13085.0,5034,137,3,64151.47
13089.0,4879,366,118,4739395.74
13090.0,4885,364,18,416705.76
13091.0,4898,7,2,75308.68000000001
13092.0,4947,288,6,83263.84
13093.0,5144,106,13,423408.18
13094.0,4898,347,16,41425.46
13095.0,4947,0,1,15108.060000000001
13097.0,4909,327,14,1141717.7
13098.0,4878,316,41,1576223.47
13099.0,4976,0,1,1925.25
13101.0,5111,0,1,20428.0
13102.0,4878,363,27,815199.19
13103.0,4916,0,1,26358.45
13104.0,4880,351,6,48864.01
13106.0,5005,4,2,2933.04
13107.0,4921,289,5,166677.66
13108.0,5249,0,1,14617.16
13109.0,4879,154,5,123761.02
13110.0,4908,279,8,372117.65
13113.0,4877,365,40,701501.51
13115.0,4885,357,14,336289.84
13116.0,4994,21,2,112840.89
13117.0,4898,350,8,176428.77
13118.0,4896,269,7,191878.59
13120.0,5115,0,1,385.84
13121.0,5146,0,2,127636.33
13122.0,4971,146,2,110007.17
13124.0,4966,269,3,609551.28
13126.0,4881,361,10,364989.88
13127.0,4954,0,1,20555.52
13130.0,4971,0,1,3427.29
13131.0,4900,164,4,140577.02
13132.0,5138,0,1,12382.490000000002
13133.0,5150,30,2,18003.77
13134.0,4949,167,7,293751.89
13135.0,5073,0,1,2515.35
13136.0,4927,315,11,330101.65
13137.0,4887,298,9,1773029.69
13138.0,4899,350,6,177635.77
13139.0,4893,243,8,455127.97
13140.0,4985,258,3,140007.2
13141.0,4961,230,6,361388.38
13142.0,4896,0,1,67468.05
13144.0,5209,0,1,7257.400000000001
13145.0,4916,332,5,15067.33
13146.0,4903,0,1,37872.68
13147.0,4887,89,4,7863.44
13148.0,4906,335,17,896262.27
13149.0,4891,274,4,233330.09
13151.0,5080,92,2,199487.22
13153.0,4882,0,1,33413.99
13154.0,5021,0,1,4494.64
13155.0,4910,335,4,216211.07
13157.0,4926,248,5,224771.41999999998
13158.0,4971,224,4,204095.82
13159.0,4885,106,5,301420.97000000003
13160.0,4899,0,1,14167.08
13161.0,5190,0,1,16781.66
13162.0,4999,212,5,211129.18
13165.0,4923,305,2,106805.07
13166.0,5159,0,2,76747.31
13167.0,4895,125,4,148310.89
13168.0,4913,281,5,315161.05
13169.0,4940,188,2,24476.57
13170.0,4903,0,1,81897.12
13171.0,4885,291,5,117289.81
13173.0,4881,363,2,126414.07
13174.0,4893,352,3,798119.26
13176.0,4923,0,1,191246.75
13177.0,4941,0,1,29473.26
13178.0,4903,334,11,686379.8
13182.0,4922,0,1,20667.23
13183.0,4884,326,9,218851.88999999998
13184.0,4891,275,12,445212.98
13185.0,5144,0,1,3617.4
13186.0,4916,89,5,198740.05
13187.0,5214,0,1,130229.06
13188.0,4888,0,1,514.55
13189.0,4895,96,2,55332.15
13192.0,4972,109,2,162558.19
13193.0,4938,0,1,61054.06
13194.0,5012,0,1,10127.099999999999
13196.0,4888,250,4,278867.93
13198.0,4887,351,8,631584.35
13199.0,4880,363,39,330852.97000000003
13200.0,4896,107,4,118094.31
13203.0,4886,232,4,118643.48
13207.0,4892,135,2,21631.87
13208.0,4935,250,7,328768.86
13209.0,4907,331,11,809863.96
13210.0,4970,0,1,59635.86
13211.0,4887,350,3,155689.59
13212.0,4886,52,4,371865.76
13213.0,4933,142,6,244237.78
13216.0,5144,0,1,4371.66
13217.0,4999,34,5,18390.0
13218.0,5004,0,1,9910.25
13220.0,4955,158,4,43522.32
13221.0,5117,119,2,176013.96
13223.0,5077,31,2,18200.98
13224.0,4937,91,3,297829.01
13225.0,4880,358,8,88782.52
13226.0,5150,0,1,45063.97
13227.0,5078,0,1,18576.02
13228.0,4958,0,1,6672.5
13229.0,5102,0,1,28745.0
13230.0,4881,360,15,1567205.17
13232.0,4889,230,7,506534.95
13233.0,4951,261,2,106105.76000000001
13235.0,5088,0,2,148403.7
13236.0,4901,82,3,96160.93000000001
13238.0,4888,349,5,81180.14
13239.0,5138,0,1,59977.14
13240.0,4973,269,4,176150.82
13242.0,4989,101,3,29372.010000000002
13243.0,5080,0,1,156099.37
13244.0,4969,0,1,80865.82
13245.0,4927,0,1,39962.87
13246.0,4895,312,7,349858.96
13247.0,4894,64,4,38357.27
13248.0,5001,64,2,82951.48
13249.0,4969,168,3,62254.44
13253.0,5033,182,2,111724.54
13255.0,4880,369,3,32192.899999999998
13256.0,4891,0,1,618.6
13258.0,4888,193,3,128499.73999999999
13259.0,4938,0,1,187085.4
13260.0,4938,0,1,24655.010000000002
13261.0,5145,17,2,28883.34
13262.0,5140,0,1,26356.41
13263.0,4878,323,35,4233075.52
13265.0,4930,220,5,206392.06
13266.0,4888,347,19,449818.1
13267.0,4879,364,27,556534.66
13268.0,4894,249,15,1133420.9
13269.0,4878,368,17,826257.97
13270.0,5243,0,1,4158.400000000001
13271.0,4914,0,2,275037.61
13272.0,4908,58,2,43716.96
13273.0,4990,0,1,34941.81
13276.0,4940,36,2,77900.88
13277.0,4892,117,4,18743.33
13278.0,4917,0,1,123390.76
13279.0,4941,14,2,17985.6
13280.0,4999,214,3,224160.77
13282.0,4895,202,6,98391.66
13283.0,4936,125,2,11781.7
13284.0,5199,8,2,41192.380000000005
13285.0,4900,266,4,462664.08
13291.0,5032,0,1,99119.92
13292.0,4915,245,2,100743.52
13294.0,5066,59,2,156638.74
13295.0,5236,12,2,24095.21
13296.0,5014,0,1,17677.519999999997
13297.0,4884,59,4,147570.07
13298.0,4878,0,1,1019.64
13299.0,5145,0,1,15005.429999999998
13300.0,5041,4,2,69555.12
13301.0,4980,188,4,205118.46
13302.0,5032,0,1,274.93
13304.0,5228,0,1,54420.42
13305.0,4881,368,10,238931.28
13307.0,4997,0,1,1308.2
13308.0,4899,180,4,147070.34
13309.0,4884,301,5,264375.95
13310.0,4885,315,6,206065.44
13311.0,4881,145,2,66028.88
13313.0,4899,317,5,201050.7
13314.0,4878,72,4,189667.85
13316.0,4914,217,5,218254.39
13317.0,4941,294,9,358540.89
13318.0,4878,36,3,44039.46
13319.0,4882,362,36,1257587.38
13320.0,4947,143,6,295173.42
13321.0,4949,14,2,24530.5
13322.0,4894,0,1,67826.31
13323.0,4880,81,5,55177.0
13324.0,4909,328,12,189652.95
13325.0,4958,0,1,20542.96
13327.0,4915,326,9,285975.09
13328.0,5193,0,1,54769.18
13329.0,4908,335,4,50412.44
13330.0,4969,223,3,120259.71
13332.0,4891,0,1,46605.35
13334.0,4959,223,3,651733.84
13336.0,4954,0,1,127083.1
13338.0,5031,3,3,62050.64
13339.0,5077,0,1,139406.98
13340.0,4922,231,7,380141.55
13341.0,5137,0,1,114966.85
13343.0,5049,4,2,69622.65
13344.0,4944,209,3,296652.2
13345.0,5153,10,2,47966.23
13347.0,4947,0,1,25890.23
13348.0,4941,0,1,45144.78
13349.0,4887,0,1,30319.57
13350.0,4893,63,3,101482.51
13351.0,4943,0,1,29679.62
13352.0,4884,52,2,68983.25
13354.0,4948,0,1,141300.4
13355.0,4999,0,1,67352.71
13356.0,4957,0,1,79385.73
13357.0,5134,0,1,254605.38
13358.0,5145,0,1,77019.38
13359.0,4936,4,2,58758.229999999996
13362.0,4880,284,5,477433.13
13363.0,4894,26,2,175536.97
13364.0,4943,4,2,41672.33
13365.0,4885,208,3,301208.22000000003
13366.0,4927,0,1,99.12
13368.0,5133,80,2,82803.68
13369.0,5231,11,2,52694.62
13370.0,5243,5,2,115846.14
13372.0,4966,0,1,61481.02
13373.0,4937,215,3,456266.0
13375.0,4958,7,2,95085.68000000001
13376.0,4976,135,3,126801.12999999999
13379.0,4903,110,3,220159.92
13381.0,4898,277,7,421702.86
13382.0,5157,0,1,44007.43
13384.0,4907,147,9,377037.19
13385.0,5206,0,1,82884.19
13388.0,4998,10,3,86394.04
13389.0,4888,221,3,120340.43
13390.0,4951,0,1,27135.86
13391.0,5080,0,1,2184.06
13394.0,4878,308,10,406565.87
13395.0,5062,0,1,58425.15
13396.0,4898,297,4,111684.96
13397.0,4949,266,6,84782.16
13398.0,5069,0,1,48681.99
13402.0,5004,244,2,95724.03
13403.0,4894,0,1,15437.17
13404.0,4878,211,2,26413.440000000002
13405.0,4951,243,3,53610.38
13408.0,4878,371,81,1242486.09
13410.0,4885,282,7,75370.97
13411.0,4984,0,1,39634.31
